the_geom,OBJECTID,Status,Score,MATCH_TYPE,Match_addr,Side,User_fld,Addr_type,Full Address,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_PER_GROUP,SUBDIVISIONNAME,PERMITNUM,PERMITTYPE,B1_APPL_STATUS,B1_HSE_NBR_START,B1_HSE_FRAC_NBR_START,B1_STR_DIR,B1_STR_NAME,B1_STR_SUFFIX,B1_STR_SUFFIX_DIR,B1_UNIT_TYPE,B1_WORK_DESC,ADDRESS,SEQ,LINK,WEB,StPreDir,Country,X,StPreType,State,SubAddressType,StateAbbr,StType,Xmax,Distance,StDir,DisplayY,City,AddNum,StName,ZIP,LangCode,Ymax,B1_UNIT_START,DisplayX,ZIP4,StAddr,Y,Xmin,SubAddressUnit,Ymin,County
POINT (-105.054745558166 40.54544603402),"1,921",M,100,A,"1155 STRATBOROUGH LN, 80525",,77500000,SubAddress,,23RAL,0,125,Building,,B2300740,Residential General Alteration,Applied,"1,155",,,STRATBOROUGH,LN,,,Installation of a 19.2 KW solar PV with 48 flush mounted panels.,1155   STRATBOROUGH LN,,&capID1=23RAL&capID2=00000&capID3=00125,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00125&agencyCode=FTCOLLINS,,USA,"3,123,744.25",,,,,LN,0,0,,0,,1155,STRATBOROUGH,80525,,0,,0,,1155 STRATBOROUGH LN,"1,441,855.13",0,,0,
POINT (-105.072546569984 40.587709135327),"1,111",M,100,A,"417 JEFFERSON ST, 80524",,207190000,SubAddress,,22RAL,0,860,Building,,B2205210,Commercial General Alteration,Issued Full,417,,,JEFFERSON,ST,,,"Tenant finish of 3468 square feet for Black Timber Builders to include remodel garage space to office space. Work includes addition of interior partition walls, interior lighting, trim and finish work. Also adding a new bathroom and additional HVAC. Work will also include ne light fixtures and entry stairs from public walk. Job Contact: Cragon Sims 205-706-7267",417   JEFFERSON ST,,&capID1=22RAL&capID2=00000&capID3=00860,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00860&agencyCode=FTCOLLINS,,USA,"3,118,722.96",,,,,ST,0,0,,0,,417,JEFFERSON,80524,,0,,0,,417 JEFFERSON ST,"1,457,227.55",0,,0,
POINT (-105.028960656618 40.519990576743),955,M,100,A,"2502 TIMBERWOOD DR, 80528",,2730001,SubAddress,,HIS99,0,40335,Building,WILDWOOD TOWNHOMES PUD,B971455,Residential New Single Family Attached,Issued TCO,"2,502",,,TIMBERWOOD,DR,,,NEW TOWNHOME  STOCK PLAN 815                                            HOLD CO FOR SITE & LANDSCAPE INSPECTION,2502   TIMBERWOOD DR,1,&capID1=HIS99&capID2=00000&capID3=40335,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40335&agencyCode=FTCOLLINS,,USA,"3,130,935.26",,,,,DR,0,0,,0,,2502,TIMBERWOOD,80528,,0,80,0,,2502 TIMBERWOOD DR,"1,432,779.84",0,,0,
,"2,202",U,0,A,,,,,,23CAP,0,92,Building,Heritage Park-Washer/Dryer - 3 bed unit,SP02433,Stock Plan,Resubmittal Requested,,,,,,,,Work limited to adding stackable washer and dryer to 3 bedroom Unit. This will occur in multiple building/units around the Heritage Park Apartments complex.,,,&capID1=23CAP&capID2=00000&capID3=00092,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00092&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"1,409",U,0,A,,,,,,21CAP,0,000MM,Building,X452,SP02330,Stock Plan,Code Update Required,,,,,,,,,,,&capID1=21CAP&capID2=00000&capID3=000MM,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21CAP&capID2=00000&capID3=000MM&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.022343282721 40.552749678519),"1,029",M,100,A,"2982 ENVIRONMENTAL DR, 80525",,700399316,SubAddress,,21COM,0,393,Building,BUCKING HORSE FILING TWO,B2107049,Commercial New Com-Ind-Mixed-Use Building,Issued TCO,"2,982",,,ENVIRONMENTAL,DR,,,"Construction of a 6,671 sq. ft. 1 story maintenance building for The City of Fort Collins. Job contact: Jeremy Zirbel 720-774-0600.",2982   ENVIRONMENTAL DR,30,&capID1=21COM&capID2=00000&capID3=00393,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00393&agencyCode=FTCOLLINS,,USA,"3,132,702.80",,,,,DR,0,0,,0,,2982,ENVIRONMENTAL,80525,,0,,0,,2982 ENVIRONMENTAL DR,"1,444,641.13",0,,0,
POINT (-105.042772465641 40.502462630846),231,M,100,A,"6003 MORNING DEW DR, 80528",,700413373,SubAddress,,22COM,0,178,Building,RENNAT,B2202194,Residential New Single Family Attached,Issued Full,"6,003",,,MORNING DEW,DR,,,"New 1,461 sq. ft., 2 story, single family attached residence with 408 sq. ft. attached garage on crawl space foundation. Stock plan SP02341(paired townhome) with options  6 (fireplace) 7 (air conditioner) 8 (left unit). Energy Compliance: UA. FCLWD. 200 Amp. Job contact: Zach Marsh 303-548-8173",6003   MORNING DEW DR,116,&capID1=22COM&capID2=00000&capID3=00178,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00178&agencyCode=FTCOLLINS,,USA,"3,127,191.41",,,,,DR,0,0,,0,,6003,MORNING DEW,80528,,0,,0,,6003 MORNING DEW DR,"1,426,205.60",0,,0,
POINT (-105.039208843408 40.637823710085),"2,184",M,100,A,"2063 BALLYNEAL DR, 80524",,700435662,SubAddress,,23RAL,0,780,Building,,B2304583,Residential General Alteration,Issued Full,"2,063",,,BALLYNEAL,DR,,,Installation of a 4.05 KW and 10 panel PV System,2063   BALLYNEAL DR,120,&capID1=23RAL&capID2=00000&capID3=00780,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00780&agencyCode=FTCOLLINS,,USA,"3,127,909.34",,,,,DR,0,0,,0,,2063,BALLYNEAL,80524,,0,,0,,2063 BALLYNEAL DR,"1,475,579.31",0,,0,
POINT (-105.078373116377 40.591631059592),354,M,100,A,"357 TENNEY CT, 80524",,700474047,SubAddress,,23COM,0,122,Building,,B2302501,Commercial New Secondary Building,Issued Full,357,,,TENNEY,CT,,,New Construction Pre-Cast Concrete Parking Structure with 163 stalls on three parking tiers. Job contact: Sam Carrillo 303-523-1613,357   TENNEY CT,,&capID1=23COM&capID2=00000&capID3=00122,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00122&agencyCode=FTCOLLINS,,USA,"3,117,097.93",,,,,CT,0,0,,0,,357,TENNEY,80524,,0,,0,,357 TENNEY CT,"1,458,648.60",0,,0,
POINT (-105.021939727709 40.502931399738),310,M,100,A,"3045 E TRILBY RD, 80528",,700442214,SubAddress,,22COM,0,318,Building,KECHTER FARM TOWNHOMES,B2204809,Commercial New Com-Ind-Mixed-Use Building,Issued Full,"3,045",,E,TRILBY,RD,,,Mixed use unit to include: New 2 story 1566 sq. ft. single family attached on crawlspace foundation with 354 sq. ft. attached 1 car garage. FCLWD - Energy Compliance= U/A Rescheck and U/A Comcheck. Electric service is 150 Amps. Unit also includes 427 sq. ft. of commercial office space unit for mixed use development requirement. Job Contact: Cragon Sims 205-706-7267,3045  E TRILBY RD,80,&capID1=22COM&capID2=00000&capID3=00318,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00318&agencyCode=FTCOLLINS,E,USA,"3,133,098.45",,,,,RD,0,0,,0,,3045,TRILBY,80528,,0,A 1,0,,3045 E TRILBY RD,"1,426,386.76",0,,0,
POINT (-105.064380658088 40.555623991563),390,M,100,A,"906 VANDERBILT CT, 80525",,330170000,SubAddress,,23RES,0,37,Building,,B2303976,Residential Addition,Routed for Review,906,,,VANDERBILT,CT,,,"Addition of 417 sq ft onto existing garage and 72 sq ft patio cover.  Work to include extending the garage by ~65 sq ft and ""popping-the-top"" of the garage to add 352 sq ft upper level with (1) master bedroom and (1) bathroom.  Job contact: Howard Bell, 970-480-0400",906   VANDERBILT CT,,&capID1=23RES&capID2=00000&capID3=00037,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RES&capID2=00000&capID3=00037&agencyCode=FTCOLLINS,,USA,"3,121,048.35",,,,,CT,0,0,,0,,906,VANDERBILT,80525,,0,,0,,906 VANDERBILT CT,"1,445,549.72",0,,0,
POINT (-105.044179654809 40.505072143856),330,M,100,A,"1851 KNOBBY PINE DR, 80528",,700411100,SubAddress,,22COM,0,281,Building,HANSEN FARM,B2204372,Residential New Single Family Detached,Issued Full,"1,851",,,KNOBBY PINE,DR,,,"New single family residence 2 story, 2124 sq. ft. on crawlspace and 427 sq. ft. attached garage. Stock Plan (SP02365) with no options.  Energy=SPA.FCLWD Water. 200 A. Job contact: Peter Carter 303-968-8660",1851   KNOBBY PINE DR,,&capID1=22COM&capID2=00000&capID3=00281,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00281&agencyCode=FTCOLLINS,,USA,"3,126,756.22",,,,,DR,0,0,,0,,1851,KNOBBY PINE,80528,,0,,0,,1851 KNOBBY PINE DR,"1,427,161.73",0,,0,
POINT (-105.012168489957 40.596760269194),"1,030",M,100,A,"733 CAMPFIRE DR, 80524",,700368383,SubAddress,,22COM,0,39,Building,TRAIL HEAD FILING FOUR,B2200763,Residential New Single Family Detached,Re-Issued Full,733,,,CAMPFIRE,DR,,,"New 1745 sq ft single family detached residence with 1166 sq ft unfinished basement and 528 sq ft attached garage. 
Stock Plan 2332 with option 1(Unfinished Basement) ( Elco/Boxelder - Energy Compliance= SPA - Job contact: Ceri Jones 970-567-9717",733   CAMPFIRE DR,,&capID1=22COM&capID2=00000&capID3=00039,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00039&agencyCode=FTCOLLINS,,USA,"3,135,473.95",,,,,DR,0,0,,0,,733,CAMPFIRE,80524,,0,,0,,733 CAMPFIRE DR,"1,460,611.50",0,,0,
POINT (-105.024716004745 40.592317946533),"1,334",M,100,A,"2850 SYKES DR, 80524",,700309948,SubAddress,,23COM,0,104,Building,EAST RIDGE SECOND FILING,B2301855,Residential New Single Family Detached,Issued Full,"2,850",,,SYKES,DR,,,"New single-family detached residence, 1 story, 1061 sq. ft. on crawlspace foundation with 308 sq. ft. attached garage.  Energy =Performance. 150A. ELCO/Boxelder water.  Job contact: Aaron Fergunson 970-691-1256.",2850   SYKES DR,,&capID1=23COM&capID2=00000&capID3=00104,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00104&agencyCode=FTCOLLINS,,USA,"3,131,998.21",,,,,DR,0,0,,0,,2850,SYKES,80524,,0,,0,,2850 SYKES DR,"1,458,974.20",0,,0,
POINT (-105.083910938972 40.532519221398),"1,811",M,100,A,"3950 MANHATTAN AVE, 80526",,700035370,SubAddress,,23RAL,0,81,Building,,B2300543,Residential General Alteration,Issued Full,"3,950",,,MANHATTAN,AVE,,,"After the fact, replaced three aluminum windows with white vinyl double pane windows. U-factor of 0.33 will be improved to code-compliant 0.25 with Solar Gard's Ecolux 70 film per Alternative Method of Compliance approved by CBO, Marcus Coldiron. Job Contact: Joel White 970-412-5513 Glass Doctor of Fort Collins.",3950   MANHATTAN AVE,181,&capID1=23RAL&capID2=00000&capID3=00081,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00081&agencyCode=FTCOLLINS,,USA,"3,115,703.06",,,,,AVE,0,0,,0,,3950,MANHATTAN,80526,,0,C 4,0,,3950 MANHATTAN AVE,"1,437,012.40",0,,0,
POINT (-105.122419972657 40.576567952131),"1,322",M,100,A,"2430 W PLUM ST, 80521",,254300000,SubAddress,,23RAL,0,712,Building,,B2304224,Residential General Alteration,Issued Full,"2,430",,W,PLUM,ST,,,"Replace (6) windows like-for-like. U-factor=.27 and SHGC factor = .29.  Job contact: Christoph Justen 970-567-5392.
Building Plan Review Comment: Maintain all emergency escape window minimum opening sizes at bedrooms and basement per IRC R310.5. Provide safety glazing where required per IRC section R308. Labels showing U-factor and SHGC information must remain on the windows and doors until the City Inspector has approved the installation.",2430  W PLUM ST,,&capID1=23RAL&capID2=00000&capID3=00712,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00712&agencyCode=FTCOLLINS,W,USA,"3,104,888.59",,,,,ST,0,0,,0,,2430,PLUM,80521,,0,,0,,2430 W PLUM ST,"1,453,105.83",0,,0,
,"2,015",U,0,A,,,,,,19CAP,0,000O6,Building,Plan 2 Christie,SP02269,Stock Plan,Code Update Required,,,,,,,,New stock plan SFD (Plan 2 Christie) approved for 2018 IRC review 4/1/2020,,,&capID1=19CAP&capID2=00000&capID3=000O6,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=19CAP&capID2=00000&capID3=000O6&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.044046353027 40.511786350938),"2,152",M,100,A,"1815 GLOBE CT, 80528",,483520000,SubAddress,,23RAL,0,375,Building,,B2302163,Residential General Alteration,Issued Full,"1,815",,,GLOBE,CT,,,"Basement finish remodel (original permit B0015272) to include demolish part of existing basement to reconfigure walls and create new rooms. Update electrical, add electric fireplace and plumbing. Job contact: Paul Harder 970-534-0825",1815   GLOBE CT,,&capID1=23RAL&capID2=00000&capID3=00375,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00375&agencyCode=FTCOLLINS,,USA,"3,126,780.71",,,,,CT,0,0,,0,,1815,GLOBE,80528,,0,,0,,1815 GLOBE CT,"1,429,607.91",0,,0,
POINT (-105.124920402261 40.575520244718),"1,120",M,100,A,"2614 BARTLETT DR, 80521",,700361915,SubAddress,,22COM,0,16,Building,ELIZABETH STREET FARMS,B2200280,Residential New Single Family Detached,Issued Full,"2,614",,,BARTLETT,DR,,,New 2 story 2049 sq ft single family detached residence with 889 sq ft unfinished basement and 649 sq. ft. garage. City water - Energy Compliance= Prescriptive. 150 A service. Job Contact: Nate Will 970-690-9588,2614   BARTLETT DR,,&capID1=22COM&capID2=00000&capID3=00016,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00016&agencyCode=FTCOLLINS,,USA,"3,104,195.63",,,,,DR,0,0,,0,,2614,BARTLETT,80521,,0,,0,,2614 BARTLETT DR,"1,452,721.19",0,,0,
POINT (-105.126545202024 40.578258143484),"1,686",M,100,A,"801 ROCKY RD, 80521",,258640000,SubAddress,,22RAL,0,1319,Building,,B2207883,Residential General Alteration,Issued Full,801,,,ROCKY,RD,,,"remove asbestos containing materials, replace all windows, replace gutters and downspouts,remove & replace all kitchen fixtures and finishes, remove & replace all bathroom fixtures and finishes, update all electrical fixtures and add ceiling fans where needed, remove and replace interior flooring,re-paint interior, replace interior millwork, minor interior and repairs and updates. Job contact: Aaron Ferguson 970-691-1256.",801   ROCKY RD,,&capID1=22RAL&capID2=00000&capID3=01319,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01319&agencyCode=FTCOLLINS,,USA,"3,103,740.08",,,,,RD,0,0,,0,,801,ROCKY,80521,,0,,0,,801 ROCKY RD,"1,453,716.73",0,,0,
POINT (-105.009360874789 40.510537423292),"1,143",M,100,A,"3684 LOGGERS LN, 80528",,700442957,SubAddress,,21COM,0,227,Building,KECHTER TOWNHOMES,B2103327,Residential New Single Family Attached,Issued Full,"3,684",,,LOGGERS,LN,,,New 2 story 1170 sq. ft. single family attached on crawl space foundation and 266 sq. ft. garage. Stock Plan SP02307 with no options. FCLWD - Energy Compliance= SPA.  Electric service is 200 Amps. Job Contact: Brian Bohling 480-463-0041,3684   LOGGERS LN,13,&capID1=21COM&capID2=00000&capID3=00227,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00227&agencyCode=FTCOLLINS,,USA,"3,136,419.08",,,,,LN,0,0,,0,,3684,LOGGERS,80528,,0,3,0,,3684 LOGGERS LN,"1,429,206.14",0,,0,
POINT (-105.05957694394 40.578000214647),239,M,100,A,"725 S LEMAY AVE, 80524",,215050000,SubAddress,,22RAL,0,1396,Building,,B2208317,Commercial General Alteration,Resubmittal Requested,725,,S,LEMAY,AVE,,,"Tenant remodel of 8075 sf for ""O'Reilly Auto Parts"" Work to include interior demolition, new interior infill, new walls, doors, ceiling, lighting, electrical, mechanical and restrooms. Remove existing storefront system and install new aluminum storefront system. Add new overhead door, install vented wall, and tint glazing at back of house. No changes to be made to building structure. CHANGE OF USE/CHANGE OF OCCUPANCY. Job Contact - TBA",725  S LEMAY AVE,92,&capID1=22RAL&capID2=00000&capID3=01396,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01396&agencyCode=FTCOLLINS,S,USA,"3,122,368.51",,,,,AVE,0,0,,0,,725,LEMAY,80524,,0,,0,,725 S LEMAY AVE,"1,453,641.38",0,,0,
POINT (-105.022368074031 40.540664783291),915,M,100,A,"2920 WATERSTONE CT, 80525",,70600000,SubAddress,,HIS99,0,40269,Building,STONE RIDGE PUD 4TH AMENDED 4,B963394,Residential New Single Family Detached,Issued TCO,"2,920",,,WATERSTONE,CT,,,NEW SINGLE FAMILY RESIDENCE                                             FINISHED BASEMENT                                                       BASEMENT UNFINISHED CHANGE MADE 7/10/97,2920   WATERSTONE CT,8,&capID1=HIS99&capID2=00000&capID3=40269,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40269&agencyCode=FTCOLLINS,,USA,"3,132,791.28",,,,,CT,0,0,,0,,2920,WATERSTONE,80525,,0,,0,,2920 WATERSTONE CT,"1,440,174.93",0,,0,
POINT (-105.006884828538 40.516650226863),809,M,100,A,"5044 CINQUEFOIL LN, 80528",,597350006,SubAddress,,HIS06,0,789,Building,,B0600562,Commercial General Alteration,Issued Full,"5,044",,,CINQUEFOIL,LN,,,CONVERT EXISTING GARAGE SPACE IN UNIT #C INTO SALES OFFICE FOR CHATEAU DEVELOPMENT (SOUTH HARMONY LLC),5044   CINQUEFOIL LN,,&capID1=HIS06&capID2=00000&capID3=00789,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS06&capID2=00000&capID3=00789&agencyCode=FTCOLLINS,,USA,"3,137,103.51",,,,,LN,0,0,,0,,5044,CINQUEFOIL,80528,,0,,0,,5044 CINQUEFOIL LN,"1,431,435.12",0,,0,
POINT (-105.053754353868 40.564663716872),418,M,100,A,"1717 WELCH ST, 80525",,53560003,SubAddress,,23RAL,0,714,Building,,B2304229,Commercial General Alteration,Issued Full,"1,717",,,WELCH,ST,,,Building #12: Rebuild the south 6 units in a 12 unit apartment building to code minimum due to a fire. Two electrical panels will be getting replaced in units 13 and 14. job contact:TBA,1717   WELCH ST,,&capID1=23RAL&capID2=00000&capID3=00714,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00714&agencyCode=FTCOLLINS,,USA,"3,123,984.48",,,,,ST,0,0,,0,,1717,WELCH,80525,,0,,0,,1717 WELCH ST,"1,448,857.63",0,,0,
POINT (-105.047675661718 40.553620070723),"1,084",M,100,A,"2508 CREEKWOOD DR, 80525",,60520000,SubAddress,,21RAL,0,1034,Building,,B2108610,Residential General Alteration,Issued Full,"2,508",,,CREEKWOOD,DR,,,"Residential remodel of 880 sf to include replace wood beam with steel beam, replace 4 windows and replace cabinets and floor in kitchen. Add continuous handrail from the 1st floor to the second floor.  Balusters at the open stair shall not allow a 4"" dimeter sphere to pass through.  Homeowner affidavit on file. Job Contact - David Tomaschow - 970-219-5704",2508   CREEKWOOD DR,,&capID1=21RAL&capID2=00000&capID3=01034,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RAL&capID2=00000&capID3=01034&agencyCode=FTCOLLINS,,USA,"3,125,693.85",,,,,DR,0,0,,0,,2508,CREEKWOOD,80525,,0,,0,,2508 CREEKWOOD DR,"1,444,842.92",0,,0,
POINT (-105.088981874445 40.593046512304),164,M,100,A,"420 N GRANT AVE, 80521",,189210000,SubAddress,,22COM,0,260,Building,MENNING SUBDIVISION,B2203218,Residential New Secondary Building,Issued Full,420,,N,GRANT,AVE,,,Construction of a 525 sq. ft. detached garage with habitable space above (office). All utilities pulled from single family detached home. P2904 system required by Poudre Fire Authority due to access. No gas or kitchen. Lenoch Construction to do the framing and roofing. Job contact: Torey Lenoch 970-219-0823,420  N GRANT AVE,,&capID1=22COM&capID2=00000&capID3=00260,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00260&agencyCode=FTCOLLINS,N,USA,"3,114,149.27",,,,,AVE,0,0,,0,,420,GRANT,80521,,0,,0,,420 N GRANT AVE,"1,459,150.43",0,,0,
,"2,201",U,0,A,,,,,,17CAP,0,000GD,Building,,SP02020,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000GD,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000GD&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,403,U,0,A,,,,,,17CAP,0,0.00E+00,Building,,SP01944,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000E9,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000E9&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.02923128489 40.520329708182),884,M,100,A,"2502 TIMBERWOOD DR, 80528",,2730001,SubAddress,,HIS99,0,40303,Building,WILDWOOD TOWNHOMES PUD,B970607,Residential New Single Family Attached,Issued TCO,"2,502",,,TIMBERWOOD,DR,,,NEW TOWNHOME WITH BASEMENT AND 1 CAR DETACHED GARAGE                    STOCK PLAN 815 WITH NO OPTIONS,2502   TIMBERWOOD DR,1,&capID1=HIS99&capID2=00000&capID3=40303,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40303&agencyCode=FTCOLLINS,,USA,"3,130,935.26",,,,,DR,0,0,,0,,2502,TIMBERWOOD,80528,,0,68,0,,2502 TIMBERWOOD DR,"1,432,779.84",0,,0,
POINT (-105.098351709106 40.575153231909),821,M,100,A,"1220 W ELIZABETH ST, 80521",,238140000,SubAddress,,HIS00,0,3650,Building,,B0012730,Commercial General Alteration,Issued TCO,"1,220",,W,ELIZABETH,ST,,,"TENANT FINISH FOR ""UNIQUE PHYSIQUE"". CHANGE OF USE FROM NIGHTCLUB TO HEALTH CLUB.  PRIOR TO ANY TYPE OF  CO, ALL OF THE CONDITIONS OF THE APPROVED MINOR AMENDMENT MUST BE COMPLIED WITH.",1220  W ELIZABETH ST,,&capID1=HIS00&capID2=00000&capID3=03650,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS00&capID2=00000&capID3=03650&agencyCode=FTCOLLINS,W,USA,"3,111,576.66",,,,,ST,0,0,,0,,1220,ELIZABETH,80521,,0,,0,,1220 W ELIZABETH ST,"1,452,619.81",0,,0,
POINT (-105.064597090496 40.598291948135),"1,844",M,100,A,"722 MANGOLD LN, 80524",,700460047,SubAddress,,23RAL,0,161,Building,,B2300877,Commercial General Alteration,Issued Full,722,,,MANGOLD,LN,,,Installation of 12.09kW Roof Mounted Solar Array consisting of (26) 465 Watt Solar Panels & (26) micro-inverters.,722   MANGOLD LN,88,&capID1=23RAL&capID2=00000&capID3=00161,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00161&agencyCode=FTCOLLINS,,USA,"3,120,957.28",,,,,LN,0,0,,0,,722,MANGOLD,80524,,0,,0,,722 MANGOLD LN,"1,461,227.58",0,,0,
POINT (-105.041511186493 40.627469104859),574,M,100,A,"2814 BRIGHTWATER CT, 80524",,564420001,SubAddress,,23RAL,0,752,Building,,B2304432,Residential General Alteration,Applied,"2,814",,,BRIGHTWATER,CT,,,"Repairs due to fire include electrical, plumbing, HVAC, flooring, drywall, insulation, windows and overall cleaning to remove smoke smell. Repairing back to original condition, no changes being made to floor plan. Job contact: Dustin Hoppe 970-420-9911",2814   BRIGHTWATER CT,,&capID1=23RAL&capID2=00000&capID3=00752,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00752&agencyCode=FTCOLLINS,,USA,"3,127,267.70",,,,,CT,0,0,,0,,2814,BRIGHTWATER,80524,,0,,0,,2814 BRIGHTWATER CT,"1,471,755.60",0,,0,
POINT (-105.084598163212 40.492532324008),832,M,100,A,"6706 AVONDALE RD, 80525",,147610000,SubAddress,,HIS99,0,40216,Building,RIDGEWOOD HILLS PUD 1,B954047,Residential New Single Family Detached,Issued TCO,"6,706",,,AVONDALE,RD,,,NEW SINGLE FAMILY RESIDENCE    PPRO                                     HOLD CO FOR SITE INSPECTION & LANDSCAPING OR LETTER OF CREDIT/ESCROW    HOLD CO UNTIL INSTALLATION OF 3-CAR DRIVE  MODEL HOME/OFFICE USE INITIALUNFINISHED BASEMENT,6706   AVONDALE RD,,&capID1=HIS99&capID2=00000&capID3=40216,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40216&agencyCode=FTCOLLINS,,USA,"3,115,538.23",,,,,RD,0,0,,0,,6706,AVONDALE,80525,,0,,0,,6706 AVONDALE RD,"1,422,538.24",0,,0,
